#group,name,redirector,dataset,nevts,xsec
signal,GluGluToAToZhToLLTauTauM350,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M350_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,540030,1
signal,GluGluToAToZhToLLTauTauM375,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M375_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,459328,1
signal,GluGluToAToZhToLLTauTauM400,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M400_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,565890,1
signal,GluGluToAToZhToLLTauTauM450,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M450_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,457323,1
signal,GluGluToAToZhToLLTauTauM500,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M500_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,445826,1
signal,GluGluToAToZhToLLTauTauM600,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M600_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,444572,1
signal,GluGluToAToZhToLLTauTauM700,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M700_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,425923,1
signal,GluGluToAToZhToLLTauTauM750,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M750_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,478156,1
signal,GluGluToAToZhToLLTauTauM800,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M800_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,479350,1
signal,GluGluToAToZhToLLTauTauM900,/cmsxrootd-site.fnal.gov/,/GluGluToAToZhToLLTauTau_M900_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,479538,1
signal,BBAToZhToLLTauTauM1000,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M1000_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM1200,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M1200_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM1400,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M1400_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM1600,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M1600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM1800,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M1800_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,494000,1
signal,BBAToZhToLLTauTauM2000,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M2000_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,485000,1
signal,BBAToZhToLLTauTauM225,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M225_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,498000,1
signal,BBAToZhToLLTauTauM275,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M275_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,497000,1
signal,BBAToZhToLLTauTauM300,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M300_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM325,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M325_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM350,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M350_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM375,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M375_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM400,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M400_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,497000,1
signal,BBAToZhToLLTauTauM450,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M450_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,494000,1
signal,BBAToZhToLLTauTauM500,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M500_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM600,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M600_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,498000,1
signal,BBAToZhToLLTauTauM700,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M700_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,500000,1
signal,BBAToZhToLLTauTauM800,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M800_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v1/NANOAODSIM,496000,1
signal,BBAToZhToLLTauTauM900,/cmsxrootd-site.fnal.gov/,/BBAToZhToLLTauTau_M900_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL17NanoAODv9-106X_mc2017_realistic_v9-v2/NANOAODSIM,493000,1
